,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
13566,Dealer,0,0,2,1166.128454,1,1,other,19.040416,73.078151,130.0
13567,Owner,0,0,3,1499.659168,1,1,other,23.543038,87.30488299999998,44.0
13568,Dealer,0,0,1,600.0,1,1,other,18.96,72.82,93.0
13569,Owner,0,0,2,600.0,1,1,other,19.840809,75.298509,21.0
13570,Dealer,0,0,3,1874.219075,1,1,other,13.096108,77.627179,90.0
13571,Owner,0,0,3,960.1873536,1,1,other,26.447763,74.647062,41.0
13572,Dealer,0,0,3,1887.066338,1,0,other,28.397468,76.945489,130.0
13573,Dealer,0,1,2,1212.121212,1,1,other,13.012767,77.756579,40.0
13574,Owner,0,0,3,1806.057238,1,1,other,9.59167,76.52221999999998,65.0
13575,Builder,1,0,2,700.0,0,0,other,13.0481,80.2014,66.5
13576,Dealer,0,0,3,1640.419948,1,1,other,28.2102,76.8606,50.0
13577,Owner,0,0,3,1125.054089,1,1,other,23.762564,86.976297,26.0
13578,Dealer,0,1,3,1451.612903,1,1,other,26.474702,74.595478,40.5
13579,Dealer,0,1,3,1600.0,1,1,other,26.224055,78.201326,54.0
13580,Owner,0,0,3,1231.281198,1,1,other,21.0,77.0,37.0
13581,Owner,0,0,2,1040.073417,1,1,other,26.882832,81.033767,34.0
13582,Dealer,0,0,3,1668.141593,1,1,other,20.26444,85.82806,75.4
13583,Owner,0,0,2,785.2447042,1,1,other,21.094126,78.974343,21.5
13584,Dealer,1,0,1,688.8888889,0,1,other,19.402549,72.85441800000002,31.0
13585,Owner,0,0,3,2250.409165,1,1,other,28.99583,77.01139,55.0
13586,Owner,0,0,1,350.05834310000006,1,1,other,17.4127,73.5403,9.0
13587,Owner,0,0,3,1540.041068,1,1,other,16.481141,80.688775,75.0
13588,Owner,0,0,2,1250.0,1,1,other,21.251746,72.926383,27.0
13589,Dealer,0,0,2,1184.963225,1,1,other,13.088349,77.391049,87.0
13590,Dealer,0,0,3,1500.0,1,1,other,12.96991,77.59796,84.0
13591,Owner,0,0,2,1085.094232,1,1,other,21.206327,72.79334399999998,38.0
13592,Dealer,0,0,1,650.0426257,1,1,other,19.037971,73.070481,61.0
13593,Owner,0,0,2,702.0007019999998,1,1,other,23.207104,79.906008,20.0
13594,Owner,0,0,3,1350.390903,1,1,other,22.275325,70.792969,38.0
13595,Dealer,0,0,2,1150.0,1,1,other,20.448627,85.897743,29.9
13596,Owner,0,0,2,1150.306748,1,1,other,22.31162,70.800294,30.0
13597,Dealer,0,0,2,1100.052383,1,1,other,18.61862,73.80373,42.0
13598,Owner,0,0,2,1250.0,1,1,other,15.5,80.05,25.0
13599,Dealer,1,1,2,1107.894737,0,1,other,20.231259,85.777992,42.1
13600,Owner,0,0,3,1257.967125,1,1,other,12.9638,80.0811,75.0
13601,Dealer,0,1,3,1400.0,1,0,other,26.843849,80.942867,36.4
13602,Owner,0,0,2,1048.951049,1,1,other,9.930471,76.271273,45.0
13603,Owner,0,0,2,650.026001,1,1,other,23.25,77.41667,25.0
13604,Dealer,0,0,2,1090.135602,1,1,other,28.535783,77.400502,41.0
13605,Owner,0,0,2,1151.126459,1,1,other,18.437853,73.865268,70.0
13606,Owner,0,1,2,1050.286442,1,1,other,17.7,83.25,33.0
13607,Dealer,0,0,2,1055.037806,1,1,other,19.072166,72.986798,120.0
13608,Owner,0,0,1,649.3506494,1,1,other,20.600601,72.953228,12.5
13609,Dealer,0,0,2,1088.139282,1,1,other,13.129471,80.208888,60.0
13610,Dealer,0,0,3,2130.144987,1,1,other,13.028627,80.25268100000002,310.0
13611,Dealer,0,0,2,1050.189793,1,1,other,30.696627000000003,76.693764,24.9
13612,Dealer,0,0,2,822.6144182,1,1,other,18.96667,72.83333,110.0
13613,Dealer,0,0,3,2249.851983,1,1,other,28.427662,77.339119,38.0
13614,Owner,0,0,3,1545.217957,1,1,other,12.96991,77.59796,95.0
13615,Owner,0,0,3,1650.165017,1,1,other,12.859291,77.541551,95.0
13616,Owner,0,0,3,1320.064988,1,1,other,14.64809,77.620513,65.0
13617,Dealer,0,0,2,1036.985828,1,1,other,17.643384,75.918072,120.0
13618,Dealer,0,1,3,1334.615385,1,0,other,26.843849,80.942867,34.7
13619,Owner,0,0,3,1510.269835,1,1,other,25.61,85.14139,75.0
13620,Dealer,0,0,2,1080.125687,1,1,other,22.636865,88.471515,55.0
13621,Owner,0,0,3,904.1980624,1,1,other,26.431083,80.31609,42.0
13622,Owner,0,0,2,1765.447667,1,1,other,23.25,77.41667,42.0
13623,Owner,0,0,2,6001.091107,1,1,other,26.86056,80.91583,110.0
13624,Owner,0,0,2,749.8897221,1,1,other,28.78333,76.13333,17.0
13625,Owner,0,0,2,710.0591716,1,1,other,28.9196,76.8972,36.0
13626,Dealer,1,1,3,1955.062737,0,1,other,24.17311,72.416912,67.0
13627,Owner,0,0,1,880.0,1,1,other,26.807408,75.83865899999998,16.5
13628,Dealer,0,0,3,1250.0,1,1,other,22.517786,88.366066,130.0
13629,Owner,0,0,3,1380.103508,1,1,other,21.84208,84.010584,24.0
13630,Owner,0,0,2,825.0825083,1,1,other,22.54111,88.33778000000002,30.0
13631,Owner,0,0,2,760.0,1,1,other,26.349343,84.42321899999997,15.2
13632,Dealer,0,0,2,991.056321,1,1,other,25.30694,83.00610999999998,82.0
13633,Dealer,0,0,1,490.0064475,1,1,other,12.97038,77.611368,76.0
13634,Dealer,0,0,4,5025.125628,1,1,other,18.553604,73.86247,650.0
13635,Dealer,0,0,3,2000.0,1,1,other,18.142137,74.57283100000002,140.0
13636,Owner,0,0,1,804.8848182,1,1,other,13.337165,74.730644,29.0
13637,Owner,0,0,2,690.0,1,1,other,16.2661,73.7122,20.7
13638,Owner,0,0,3,2933.333333,1,1,other,12.96991,77.59796,220.0
13639,Dealer,0,1,1,650.0,1,0,other,18.96,72.82,28.6
13640,Owner,0,0,2,1000.0,1,1,other,18.65367,72.88305600000002,42.0
13641,Owner,0,0,2,1339.915374,1,1,other,21.17,72.83,28.5
13642,Owner,0,1,2,1246.105919,1,1,other,18.623733,73.929052,60.0
13643,Dealer,0,0,3,2065.787383,1,1,other,28.384116,77.024406,130.0
13644,Owner,0,0,2,1050.286442,1,1,other,14.412591,79.96036600000002,33.0
13645,Owner,0,0,3,1700.1020059999996,1,1,other,25.220884,75.87629100000002,50.0
13646,Dealer,0,0,2,913.0225853,1,1,other,19.206252,72.962035,95.0
13647,Owner,0,0,3,1130.308413,1,1,other,31.10333,77.17222,70.0
13648,Dealer,0,1,2,1040.070068,1,1,other,19.126499,72.99956,95.0
13649,Owner,0,0,3,1948.717949,1,1,other,22.761472,75.911242,53.2
13650,Dealer,1,1,3,2666.666667,0,1,other,28.462853000000006,76.962209,200.0
13651,Dealer,1,1,1,585.9375,0,1,other,18.50128,73.75016,36.0
13652,Dealer,0,0,1,495.049505,1,1,other,18.96667,72.83333,11.0
13653,Dealer,0,0,4,2422.089456,1,1,other,50.817397,4.42145,150.0
13654,Owner,0,0,1,540.1057228,1,1,other,13.028627,80.25268100000002,23.5
13655,Dealer,0,1,3,1828.681424,1,0,other,28.449774,76.971789,76.0
13656,Dealer,0,1,3,1630.257581,1,1,other,24.69028,78.41889,200.0
13657,Dealer,0,0,3,1723.169133,1,1,other,22.54111,88.33778000000002,92.0
13658,Dealer,1,0,3,1150.0,0,1,other,23.35556,85.33471999999998,46.0
13659,Owner,0,0,2,1270.325203,1,1,other,28.63601,77.433724,37.5
13660,Owner,0,0,1,595.0413222999998,1,1,other,18.437853,73.865268,36.0
13661,Dealer,0,0,1,405.0769646,1,1,other,22.483287,88.263398,15.0
13662,Dealer,0,0,2,1250.0,1,1,other,13.081616,77.620233,88.0
13663,Dealer,1,0,1,550.0,0,1,other,18.144044,74.569395,22.0
13664,Dealer,0,0,3,1185.313674,1,1,other,19.680248,72.757527,41.0
13665,Owner,0,0,2,1078.050884,1,1,other,23.207157,88.404471,75.0
13666,Dealer,0,0,3,1884.057971,1,1,other,28.5722,77.3331,130.0
13667,Owner,0,0,1,550.1618123,1,1,other,18.52361,73.84778,17.0
13668,Dealer,0,0,2,1122.067324,1,1,other,15.45056,73.80333,99.0
13669,Dealer,0,0,2,1145.339652,1,1,other,12.837164,74.83351400000002,29.0
13670,Owner,0,0,3,1600.0,1,1,other,9.592875,76.55165,66.0
13671,Owner,0,0,2,1200.0,1,1,other,16.5333,81.5333,60.0
13672,Owner,0,0,2,1220.008133,1,1,other,26.81917,80.49861,60.0
13673,Builder,0,0,3,1376.923077,1,0,other,10.534056,76.184529,53.7
13674,Owner,0,0,5,4152.028106000002,1,1,other,30.809003000000004,75.856308,130.0
13675,Owner,0,0,2,900.3215434,1,1,other,23.065877,70.14224499999999,14.0
13676,Dealer,0,0,3,1288.855193,1,1,other,13.144144,77.340868,68.0
13677,Owner,0,0,2,821.9178082000002,1,1,other,22.65,88.34,33.0
13678,Owner,0,0,2,1200.369344,1,1,other,18.116670000000006,83.41667,26.0
13679,Dealer,0,0,2,1129.943503,1,1,other,23.150756,77.443534,26.0
13680,Owner,0,0,3,1475.288911,1,1,other,10.986809,76.99759499999998,60.0
13681,Dealer,0,0,1,650.0206356000001,1,1,other,19.121226,72.880241,63.0
13682,Dealer,1,1,1,343.0400976,0,1,other,19.468202,73.292858,22.5
13683,Dealer,0,1,3,1932.876472,1,1,other,28.514348,76.983292,110.0
13684,Dealer,1,0,2,964.0,0,1,other,19.121226,72.880241,72.3
13685,Owner,0,0,2,9722.222222,1,1,other,17.45,78.5,35.0
13686,Owner,0,0,2,899.820036,1,0,other,16.7,74.23333000000002,30.0
13687,Owner,0,0,1,632.0779562999999,1,1,other,13.010897,80.224622,24.0
13688,Owner,0,1,2,1090.059694,1,1,other,30.322426,78.04108599999998,42.0
13689,Owner,0,0,2,1080.246914,1,1,other,15.836503,78.018821,35.0
13690,Owner,0,0,3,2500.0,1,1,other,26.878068,75.77985600000002,140.0
13691,Dealer,0,0,3,1824.034335,1,1,other,13.073792999999998,77.794824,170.0
13692,Owner,0,0,3,1700.276789,1,1,other,22.724352,75.878033,86.0
13693,Dealer,0,1,2,1014.301653,1,1,other,24.69028,78.41889,100.0
13694,Owner,0,1,2,1267.779839,1,1,other,29.862201,77.903715,41.0
13695,Dealer,0,1,2,919.0899502999997,1,1,other,18.50128,73.75016,61.0
13696,Owner,0,0,2,1100.0,1,1,other,12.997946,77.612863,88.0
13697,Owner,0,0,3,2750.275028,1,1,other,22.5593685,88.2880835,150.0
13698,Owner,0,0,2,800.0,1,1,other,22.504225,88.379757,30.0
13699,Owner,0,0,2,1432.033488,1,1,other,22.54111,88.33778000000002,130.0
13700,Dealer,0,0,2,1165.126557,1,1,other,28.2102,76.8606,29.0
13701,Dealer,1,1,4,2278.571429,0,1,other,12.843852,74.845271,95.7
13702,Dealer,0,0,3,1465.273029,1,1,other,19.216097,72.821721,150.0
13703,Owner,1,0,2,1250.0,0,0,other,41.2234,-85.0111,30.0
13704,Dealer,0,0,2,1150.130348,1,1,other,18.973908,73.02510600000002,75.0
13705,Builder,0,1,2,919.5781147,1,0,other,23.185601,77.43543299999997,27.9
13706,Dealer,1,1,3,1718.5238780000002,0,1,other,24.69028,78.41889,190.0
13707,Dealer,0,0,4,3400.204012,1,1,other,28.469744,77.289808,100.0
13708,Owner,0,0,3,1236.0040720000004,1,1,other,9.575948,76.55974,85.0
13709,Dealer,0,1,3,1361.049245,1,1,other,18.973908,73.02510600000002,110.0
13710,Owner,0,0,2,752.0111927,1,1,other,28.65998,77.37027900000002,43.0
13711,Dealer,1,1,1,750.0534987999998,0,1,other,19.159184,72.99378399999998,70.1
13712,Owner,0,0,2,796.9397514,1,1,other,13.09,80.27,50.0
13713,Owner,0,0,2,1140.065147,1,1,other,16.313876999999998,80.434836,35.0
13714,Owner,0,0,1,317.0289855,1,1,other,26.462204,80.239088,10.5
13715,Owner,0,0,2,949.9136442,1,1,other,22.7156,73.2927,22.0
13716,Dealer,0,0,2,1423.636364,1,0,other,12.953042,77.73264300000002,78.3
13717,Dealer,0,0,1,669.9384591,1,1,other,19.0713,72.883,86.0
13718,Owner,0,0,2,1000.0,1,1,other,26.857412,75.74322099999998,29.0
13719,Dealer,0,0,2,1177.971925,1,1,other,15.467771,73.826033,120.0
13720,Dealer,0,0,3,1784.214945,1,1,other,13.0846,80.2179,170.0
13721,Dealer,0,0,3,1378.2608699999996,1,1,other,13.007082,80.15149699999998,63.4
13722,Owner,0,0,3,1250.0,1,1,other,26.959353000000004,75.77919399999998,55.0
13723,Owner,0,1,2,820.256776,1,1,other,20.27801,72.84170999999998,23.0
13724,Dealer,0,0,3,1285.84287,1,1,other,24.69028,78.41889,100.0
13725,Dealer,0,0,4,2900.652647,1,1,other,23.35556,85.33471999999998,120.0
13726,Owner,0,0,2,6456.241033,1,1,other,15.047865,74.258945,45.0
13727,Owner,0,0,1,649.9535747,1,1,other,18.52361,73.84778,35.0
13728,Dealer,1,0,3,1625.301999,0,1,other,28.530661,77.372736,74.0
13729,Owner,0,0,2,1045.150502,1,1,other,22.47,70.07,25.0
13730,Owner,0,1,2,1150.22656,1,1,other,28.858274,78.465166,33.0
13731,Owner,0,0,2,1254.0640970000004,1,1,other,12.96991,77.59796,81.0
13732,Owner,0,0,2,1079.913607,1,1,other,20.2814,85.849075,40.0
13733,Dealer,0,0,2,1600.0,1,1,other,19.216097,72.821721,120.0
13734,Owner,0,0,2,900.090009,1,1,other,22.4426,88.4304,40.0
13735,Builder,0,0,2,1281.553398,1,0,other,9.594191,76.52426899999998,66.0
13736,Owner,0,0,1,702.202362,1,1,other,22.72056,75.84722,22.0
13737,Owner,0,0,2,1098.283931,1,1,other,24.617977,73.708104,35.2
13738,Dealer,1,0,2,621.1180124,0,1,other,22.614897,88.266824,16.0
13739,Owner,0,0,3,1330.180313,1,1,other,22.54111,88.33778000000002,90.0
13740,Dealer,0,0,3,1260.126013,1,1,other,28.72795,77.78473000000002,28.0
13741,Owner,0,0,2,888.0308880000001,1,1,other,12.986987,77.736436,46.0
13742,Dealer,0,0,4,3400.3548200000005,1,1,other,12.96991,77.59796,230.0
13743,Owner,0,0,1,565.1105651,1,1,other,18.5536,72.9256,23.0
13744,Owner,0,0,2,1042.011247,1,1,other,12.96991,77.59796,63.0
13745,Owner,0,0,2,1400.367309,1,1,other,23.260765,77.386515,30.5
13746,Owner,0,0,3,1410.039481,1,1,other,12.911464,77.604916,75.0
13747,Owner,0,0,2,1299.013712,1,1,other,26.784408000000006,80.916026,54.0
13748,Owner,0,0,1,540.1026195000002,1,1,other,19.08333,74.73333000000002,20.0
13749,Owner,0,0,2,900.090009,1,1,other,22.715073,75.879428,40.0
13750,Owner,0,1,2,1250.0,1,1,other,19.000869,73.118903,35.0
13751,Owner,0,0,3,1603.354711,1,1,other,13.037343,77.628291,130.0
13752,Dealer,0,0,2,1149.330925,1,1,other,18.019094,76.067382,140.0
13753,Dealer,0,0,2,1400.070004,1,1,other,18.52361,73.84778,160.0
13754,Owner,0,0,2,1099.807534,1,1,other,12.96991,77.59796,40.0
13755,Owner,0,0,1,900.9009009,1,1,other,21.17549,81.31277299999998,7.0
13756,Dealer,0,0,3,1721.170396,1,1,other,50.817397,4.42145,90.0
13757,Owner,0,0,3,1200.0,1,1,other,21.124831,79.115257,60.0
13758,Dealer,0,0,2,1300.236407,1,1,other,21.105779,79.078497,55.0
13759,Dealer,1,0,1,675.0,0,1,other,18.96667,72.83333,27.0
13760,Owner,0,0,2,720.1355549,1,1,other,29.892311,78.000723,25.5
13761,Dealer,0,0,3,1183.651805,1,1,other,17.7,83.25,44.6
13762,Owner,0,0,2,1275.214468,1,1,other,12.96635,77.594999,55.0
13763,Dealer,0,0,2,1382.033564,1,1,other,12.879728,77.650297,56.0
13764,Dealer,0,0,3,2385.211688,1,1,other,17.742488,83.336016,200.0
13765,Dealer,0,0,2,956.0229446,1,1,other,24.6902,78.416,130.0
13766,Owner,0,0,1,500.0,1,1,other,22.485533,88.377625,18.0
13767,Owner,0,0,2,899.9280058,1,1,other,22.48475,88.322019,75.0
13768,Owner,1,0,3,2622.498275,0,1,other,17.742488,83.336016,190.0
13769,Owner,0,0,2,1060.511541,1,1,other,21.0,77.0,17.0
13770,Owner,0,0,2,890.0756564,1,1,other,12.630713,80.140761,40.0
13771,Dealer,0,0,2,1180.080245,1,1,other,24.69028,78.41889,100.0
13772,Dealer,1,1,1,427.06652750000006,0,0,other,18.96,72.82,45.0
13773,Owner,0,0,2,989.0730972,1,1,other,22.620289,88.43493000000002,52.5
13774,Dealer,0,0,2,1080.951237,1,1,other,9.930471,76.271273,45.0
13775,Dealer,0,0,2,938.4615385,1,1,other,13.09,80.27,48.8
13776,Dealer,0,0,3,1885.0,1,1,other,17.776084,83.366665,75.4
13777,Dealer,0,0,3,1022.222222,1,1,other,22.7,88.35,23.0
13778,Owner,0,0,3,1500.245942,1,1,other,20.809158,79.278263,30.5
13779,Owner,0,0,2,1065.029445,1,1,other,28.543278000000004,77.358896,85.0
13780,Owner,0,0,2,620.1550387999998,1,1,other,12.732961,77.707059,20.0
13781,Dealer,1,1,1,578.3783784,0,1,other,30.33,78.06,21.4
13782,Dealer,0,1,5,4092.769441,1,1,other,23.185921,77.44559699999998,120.0
13783,Owner,0,0,2,930.1442673,1,1,other,23.11485,77.565196,24.5
13784,Owner,0,0,1,465.1162791,1,1,other,28.5831,77.2344,12.0
13785,Dealer,1,0,1,534.0,0,1,other,18.628795,73.85299300000001,26.7
13786,Dealer,0,0,2,751.9640853,1,1,other,18.52361,73.84778,33.5
13787,Dealer,0,0,2,915.1572927,1,1,other,22.54111,88.33778000000002,48.0
13788,Owner,0,0,2,1300.052002,1,1,other,22.3,73.2,25.0
13789,Dealer,0,1,2,980.3921569,1,0,other,20.75,78.61667,17.5
13790,Dealer,0,0,2,1200.0,1,1,other,24.69028,78.41889,120.0
13791,Owner,0,0,3,1313.054978,1,1,other,15.40194,74.04333000000003,69.5
13792,Owner,0,0,3,1180.124224,1,1,other,13.0038,77.5487,95.0
13793,Owner,0,0,2,746.2686567000002,1,1,other,31.626993,74.84693100000001,11.5
13794,Owner,0,0,1,560.0194789,1,1,other,18.52361,73.84778,46.0
13795,Owner,0,0,3,2449.77952,1,1,other,13.035865,77.598244,200.0
13796,Owner,0,0,3,1310.186702,1,1,other,23.194217,77.42612,80.0
13797,Owner,0,0,3,1440.189766,1,1,other,25.426143,81.768024,85.0
13798,Dealer,0,0,3,1440.121273,1,1,other,22.830053,86.158521,57.0
13799,Owner,0,1,1,630.169358,1,1,other,22.63472,75.81139,16.0
13800,Dealer,1,1,1,351.9619501,0,0,other,18.96667,72.83333,29.6
13801,Dealer,0,1,2,1274.088231,1,1,other,24.090195,87.990011,160.0
13802,Owner,0,0,2,900.0,1,1,other,16.498176,80.656343,45.0
13803,Dealer,0,1,2,1185.164529,1,1,other,28.5706,77.3239,85.0
13804,Dealer,0,1,2,1075.032909,1,1,other,24.69028,78.41889,49.0
13805,Owner,0,0,1,550.2567865,1,1,other,21.206327,72.79334399999998,7.5
13806,Builder,1,0,3,1449.82831,0,0,other,20.925864,78.87096700000002,38.0
13807,Owner,0,0,2,1156.260324,1,1,other,20.384847,72.93054599999998,35.0
13808,Owner,1,0,2,1060.284762,0,1,other,17.7,83.25,35.0
13809,Owner,0,0,2,900.090009,1,1,other,11.93,79.83,30.0
13810,Dealer,0,0,2,1040.009788,1,1,other,19.0168,73.09646,85.0
13811,Dealer,0,0,3,2679.58951,1,1,other,18.83333,75.75,94.0
13812,Dealer,0,0,1,610.035077,1,1,other,18.396027,76.556147,40.0
13813,Dealer,0,0,2,1232.156273,1,1,other,12.96991,77.59796,82.0
13814,Owner,0,1,2,1530.456076,1,1,other,27.18,78.02,50.0
13815,Dealer,0,0,3,2500.0,1,1,other,28.5734,77.2307,300.0
13816,Owner,0,0,2,1030.21978,1,1,other,18.52361,73.84778,45.0
13817,Owner,0,0,4,2603.123748,1,1,other,11.0,76.96667,130.0
13818,Dealer,0,0,2,970.1202949,1,1,other,27.161683,78.410698,25.0
13819,Dealer,1,1,1,351.2910424,0,0,other,18.998527,73.12124200000002,55.1
13820,Dealer,0,1,1,675.0675068,1,1,other,18.486057,73.973718,30.0
13821,Owner,0,1,2,1360.294118,1,1,other,22.3588,72.6275,37.0
13822,Owner,0,0,2,1135.0737800000004,1,1,other,28.636759,77.354534,40.0
13823,Owner,0,0,4,1885.014138,1,1,other,17.501131,78.505495,60.0
13824,Dealer,0,0,1,650.0691562999998,1,1,other,18.663883,73.767663,47.0
13825,Dealer,0,0,3,1710.1032899999998,1,1,other,18.52361,73.84778,250.0
13826,Dealer,0,0,4,3499.766682,1,1,other,13.071245,77.515563,450.0
13827,Dealer,0,1,4,2250.409165,1,1,other,28.552082,77.360624,110.0
13828,Owner,0,1,2,950.1187648,1,1,other,25.444108,81.914212,36.0
13829,Owner,0,0,2,706.0722211,1,1,other,22.510165,88.301815,35.0
13830,Dealer,0,0,3,1208.163265,1,1,other,12.93739,80.13874,59.2
13831,Owner,0,1,2,1130.044843,1,1,other,50.817397,4.42145,63.0
13832,Dealer,0,0,1,405.0073638,1,1,other,28.9196,76.8972,22.0
13833,Owner,0,0,1,589.4283178999998,1,1,other,13.0463,80.1913,46.5
13834,Owner,0,0,2,1250.0,1,1,other,50.817397,4.42145,45.0
13835,Owner,0,0,1,591.0683012000002,1,1,other,18.347616,73.586463,27.0
13836,Dealer,0,1,1,650.0541712,1,1,other,24.69028,78.41889,24.0
13837,Dealer,0,0,3,1520.0286119999996,1,1,other,28.461843,77.294023,85.0
13838,Dealer,0,0,3,1550.074134,1,1,other,18.506,73.8319,230.0
13839,Dealer,0,0,2,956.5217391,1,1,other,18.96667,72.83333,110.0
13840,Owner,0,0,3,1356.620634,1,1,other,22.3,73.2,33.4
13841,Owner,0,0,4,1313.131313,1,1,other,15.64079,73.758963,52.0
13842,Owner,0,0,2,850.1118567999998,1,1,other,10.114169,78.182386,38.0
13843,Dealer,0,0,2,1023.155627,1,1,other,25.577752,85.09021,38.0
13844,Owner,0,0,2,1225.359616,1,1,other,29.005329,77.75563199999998,23.0
13845,Dealer,1,0,3,1207.078711,0,1,other,26.109987,91.748271,45.7
13846,Owner,0,0,1,608.6666667000002,1,1,other,13.08,80.2408,91.3
13847,Dealer,0,1,2,1116.29795,1,1,other,19.049214000000006,73.072916,110.0
13848,Dealer,1,1,3,1638.088289,0,1,other,30.691832,76.656984,44.9
13849,Owner,0,0,1,380.0114003,1,1,other,15.535439000000002,73.764454,40.0
13850,Owner,0,0,2,1085.141903,1,1,other,9.955101,78.076324,52.0
13851,Dealer,0,0,2,1161.350263,1,1,other,24.69028,78.41889,150.0
13852,Owner,1,0,2,855.0662676000002,0,1,other,12.30306,76.64333,40.0
13853,Dealer,0,0,2,1177.971925,1,1,other,15.467771,73.826033,120.0
13854,Owner,0,0,2,850.1259446,1,1,other,30.74,76.65,13.5
13855,Owner,0,0,1,900.090009,1,1,other,30.390395,77.894637,30.0
13856,Owner,1,0,3,909.0909091,0,1,other,12.9974,80.0966,45.0
13857,Owner,0,0,2,990.0990099,1,1,other,26.4725,80.33111,43.0
13858,Owner,0,0,3,1254.275941,1,1,other,27.231058,78.005424,33.0
13859,Owner,0,0,1,505.0505051,1,1,other,18.5211,73.8403,33.0
13860,Dealer,0,0,2,867.2676407,1,1,other,26.86056,80.91583,27.9
13861,Dealer,0,0,2,1055.081458,1,1,other,12.96991,77.59796,68.0
13862,Owner,0,0,3,1244.002133,1,1,other,12.96991,77.59796,70.0
13863,Owner,0,0,2,999.3943065,1,1,other,23.6,72.95,16.5
13864,Builder,0,0,2,1044.932079,1,0,other,9.952439,76.36329649999998,50.0
13865,Builder,0,0,2,686.1198737999998,1,0,other,22.775,86.2528,17.4
13866,Owner,0,0,3,1800.180018,1,1,other,12.96991,77.59796,80.0
13867,Owner,0,0,3,1149.954002,1,1,other,12.896622,74.826107,50.0
13868,Dealer,0,0,1,687.0340593,1,1,other,18.975268,73.109062,47.0
13869,Owner,0,0,2,918.5803758,1,1,other,23.274481,72.442829,13.2
13870,Dealer,0,0,2,1120.833333,1,1,other,22.54111,88.33778000000002,80.7
13871,Owner,0,0,3,1600.0,1,1,other,20.32042,85.823918,90.0
13872,Dealer,0,0,3,1387.015989,1,1,other,18.598477,73.903287,72.0
13873,Dealer,0,0,3,1715.9629710000004,1,1,other,28.825417,77.563644,76.0
13874,Owner,0,0,1,375.0375038,1,1,other,12.8854,80.02199999999998,12.5
13875,Owner,0,0,1,574.9191519999998,1,1,other,21.023381,75.147351,16.0
13876,Owner,0,0,2,974.025974,1,1,other,20.26444,85.82806,27.0
13877,Owner,0,0,1,528.0103026,1,1,other,22.782781,75.899435,8.2
13878,Dealer,0,0,3,1456.364647,1,1,other,20.75,78.61667,52.4
13879,Owner,0,0,1,545.0733753,1,1,other,23.273009,77.396415,13.0
13880,Owner,0,0,2,900.4237287999997,1,1,other,28.570553000000004,77.345958,17.0
13881,Owner,0,0,2,799.8511905,1,1,other,21.213822,81.676956,21.5
13882,Owner,0,0,3,1400.233372,1,1,other,25.61,85.14139,36.0
13883,Owner,0,0,2,1050.420168,1,1,other,20.366670000000006,72.9,20.0
13884,Owner,0,0,2,1436.265709,1,1,other,20.386873,72.952989,24.0
13885,Dealer,0,1,2,1296.082949,1,1,other,24.602173,73.75253000000002,45.0
13886,Dealer,1,0,3,2542.626383,0,1,other,23.35556,85.33471999999998,170.0
13887,Owner,0,0,4,2831.010453000001,1,1,other,12.921871,77.603564,260.0
13888,Dealer,1,0,3,1613.376357,0,1,other,12.926251,77.585966,220.0
13889,Dealer,0,0,2,976.1388286,1,1,other,21.262,73.0477,13.5
13890,Dealer,0,0,2,1000.0,1,1,other,19.095064,73.008003,85.0
13891,Owner,0,0,1,660.0660066,1,1,other,21.721344,73.001615,38.0
13892,Owner,0,0,3,1500.0,1,1,other,22.58,88.42,60.0
13893,Owner,0,0,1,501.0168238,1,1,other,18.47713,73.939908,27.1
13894,Owner,0,0,2,725.1381215,1,1,other,26.86056,80.91583,21.0
13895,Dealer,0,1,3,2733.734281,1,1,other,28.525772,77.013644,200.0
13896,Dealer,0,0,1,600.0375022999998,1,1,other,12.913505,77.549853,32.0
13897,Owner,1,1,1,726.0406583,0,1,other,28.579245,77.350542,75.0
13898,Owner,0,0,3,1375.0,1,1,other,12.984808,80.260671,110.0
13899,Owner,0,0,1,649.6881497,1,1,other,20.600601,72.953228,12.5
13900,Builder,1,0,1,360.0,0,0,other,26.724219,88.326357,9.0
13901,Dealer,0,0,2,925.0693802,1,1,other,48.134195,11.584111,40.0
13902,Dealer,0,0,1,550.0550055,1,1,other,24.69028,78.41889,30.0
13903,Dealer,1,0,2,820.0,0,1,other,26.128882,91.732461,28.7
13904,Dealer,0,0,1,690.0878294,1,1,other,19.071749,73.080575,44.0
13905,Owner,0,0,2,700.0424267999998,1,1,other,34.895553,33.623874,33.0
13906,Owner,0,0,3,1700.0,1,1,other,13.728406,74.828119,85.0
13907,Owner,0,0,2,1080.40201,1,1,other,13.010398,77.741046,43.0
13908,Owner,0,0,2,1000.0,1,1,other,12.96991,77.59796,45.0
13909,Dealer,0,0,2,1049.790042,1,1,other,20.26444,85.82806,35.0
13910,Dealer,0,0,5,4960.0,1,1,other,22.54111,88.33778000000002,620.0
13911,Owner,0,0,3,1200.0,1,1,other,32.23333,76.325599,27.0
13912,Owner,0,0,2,600.0774293,1,1,other,22.23002,88.15990699999998,31.0
13913,Owner,0,0,2,729.2011932,1,1,other,21.0,77.0,22.0
